Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Statistics.Carriers.Names,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather,Rate,Ratio_Rank
LAS,"Las Vegas, NV: McCarran International",2014/06,1,June,2014,3,3,1,2,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",1,1,3,0,2,2,3,3,1,2,2,1,0.7311116764182142,2.0
LAX,"Los Angeles, CA: Los Angeles International",2014/06,1,June,2014,3,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",2,2,3,2,3,3,3,3,3,3,3,3,0.719134056666838,2.0
LGA,"New York, NY: LaGuardia",2014/06,1,June,2014,1,2,3,0,3,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,3,2,3,1,1,2,2,3,1,3,3,0.6538503789959355,3.0
MCO,"Orlando, FL: Orlando International",2014/06,1,June,2014,2,2,1,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,1,2,3,1,1,2,2,1,1,2,2,0.7688659359190556,2.0
MDW,"Chicago, IL: Chicago Midway International",2014/06,1,June,2014,2,3,1,0,3,"Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Southwest Airlines Co.",0,1,2,3,0,1,1,3,2,1,2,3,0.7134666836539687,2.0
MIA,"Miami, FL: Miami International",2014/06,1,June,2014,0,1,1,0,1,"American Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,0,0,3,0,0,2,1,1,0,1,1,0.7896772274282314,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/06,1,June,2014,2,2,1,1,2,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,1,2,3,2,2,3,3,2,1,2,3,0.7584917104731096,2.0
ORD,"Chicago, IL: Chicago O'Hare International",2014/06,1,June,2014,3,3,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America",0,3,3,3,3,3,3,3,3,3,3,3,0.5794097947283401,3.0
PDX,"Portland, OR: Portland International",2014/06,1,June,2014,1,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,0,0,0,0,0,1,0,1,0,0,0.7576763485477178,2.0
PHL,"Philadelphia, PA: Philadelphia International",2014/06,1,June,2014,1,0,1,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,2,1,1,0,0,2,1,2,2,1,2,0.7275357659540267,2.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/06,1,June,2014,3,3,2,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,3,1,2,2,3,3,1,2,2,2,0.7603593161402492,2.0
SAN,"San Diego, CA: San Diego International",2014/06,1,June,2014,2,2,0,2,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",1,1,1,0,0,0,2,2,0,2,1,1,0.7241174725600712,2.0
SEA,"Seattle, WA: Seattle/Tacoma International",2014/06,1,June,2014,2,2,2,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,2,0,2,2,2,2,1,1,2,2,0.7865102060940735,2.0
SFO,"San Francisco, CA: San Francisco International",2014/06,1,June,2014,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",1,3,3,2,2,3,3,3,3,2,3,3,0.6465349290286668,3.0
SLC,"Salt Lake City, UT: Salt Lake City International",2014/06,1,June,2014,1,2,0,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,1,1,0,2,1,2,2,0,0,1,1,0.8465747658634115,1.0
TPA,"Tampa, FL: Tampa International",2014/06,1,June,2014,1,1,0,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,2,0,0,1,1,0,0,1,1,0.7560649474689589,2.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/07,1,July,2014,3,3,3,0,3,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,3,3,3,3,3,3,3,1,3,3,0.8451160450342788,1.0
BOS,"Boston, MA: Logan International",2014/07,1,July,2014,2,3,2,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,2,2,1,1,2,2,3,2,2,3,3,0.7181620122796594,2.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/07,1,July,2014,2,2,1,0,3,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,1,2,2,1,1,2,2,2,1,2,3,0.7428116970512664,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2014/07,1,July,2014,2,1,2,0,2,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,2,2,1,1,2,1,2,0,2,2,0.7765114512102463,2.0
DCA,"Washington, DC: Ronald Reagan Washington National",2014/07,1,July,2014,0,0,1,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",2,2,1,3,0,0,1,0,2,0,1,2,0.7426617745163442,2.0
DEN,"Denver, CO: Denver International",2014/07,1,July,2014,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,2,3,3,3,3,3,3,3,1,3,3,0.7489048283829972,2.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/07,1,July,2014,3,3,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America",0,3,3,3,3,3,3,3,3,2,3,3,0.7440529714706122,2.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/07,1,July,2014,1,1,0,0,1,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,1,2,2,1,2,1,1,0,1,1,0.8429794697204168,1.0
EWR,"Newark, NJ: Newark Liberty International",2014/07,1,July,2014,1,2,3,0,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,3,2,3,1,2,2,2,3,1,3,3,0.6841677668325379,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/07,1,July,2014,1,1,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,1,1,1,0,0,1,1,1,1,1,1,0.6874159462055716,3.0
IAD,"Washington, DC: Washington Dulles International",2014/07,1,July,2014,0,1,0,0,1,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",0,2,0,2,0,0,0,1,1,0,1,1,0.7457098283931357,2.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/07,1,July,2014,3,3,2,0,3,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,3,3,3,3,3,3,3,2,0,3,3,0.7688168599064762,2.0
JFK,"New York, NY: John F. Kennedy International",2014/07,1,July,2014,2,2,3,2,2,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America",0,3,2,3,1,1,2,2,3,2,3,3,0.676609796367639,3.0
LAS,"Las Vegas, NV: McCarran International",2014/07,1,July,2014,3,3,1,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",1,1,2,1,2,2,2,3,1,1,2,2,0.7669927055702918,2.0
LAX,"Los Angeles, CA: Los Angeles International",2014/07,1,July,2014,3,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",2,2,3,2,3,3,3,3,2,3,3,3,0.7741777123220422,2.0
LGA,"New York, NY: LaGuardia",2014/07,1,July,2014,2,2,2,0,2,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,3,2,3,1,1,2,2,3,0,2,2,0.6985921501706485,3.0
MCO,"Orlando, FL: Orlando International",2014/07,1,July,2014,3,2,2,2,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,1,2,3,1,2,3,3,2,2,2,3,0.7229322155198855,2.0
MDW,"Chicago, IL: Chicago Midway International",2014/07,1,July,2014,1,2,0,2,1,"Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Southwest Airlines Co.",0,1,1,1,1,1,1,2,0,1,1,2,0.780107264748903,2.0
MIA,"Miami, FL: Miami International",2014/07,1,July,2014,1,1,2,1,2,"American Airlines Inc.,Delta Air Lines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,1,1,3,0,0,1,2,1,2,1,2,0.7406555491661875,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/07,1,July,2014,2,1,1,0,1,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,1,1,2,2,2,2,2,1,1,1,1,0.8344861660079052,1.0
ORD,"Chicago, IL: Chicago O'Hare International",2014/07,1,July,2014,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America",0,3,3,1,3,3,3,3,3,1,3,3,0.7416650569828086,2.0
PDX,"Portland, OR: Portland International",2014/07,1,July,2014,0,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,0,0,0,0,0,1,0,0,0,1,0.7955669899069859,2.0
PHL,"Philadelphia, PA: Philadelphia International",2014/07,1,July,2014,1,0,1,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,1,1,2,0,0,1,0,2,1,1,2,0.7435897435897436,2.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/07,1,July,2014,3,3,2,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,3,3,2,3,3,3,1,1,3,2,0.7608269096005607,2.0
SAN,"San Diego, CA: San Diego International",2014/07,1,July,2014,2,2,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,1,1,0,0,0,2,2,0,0,1,1,0.7583761990824412,2.0
SEA,"Seattle, WA: Seattle/Tacoma International",2014/07,1,July,2014,2,2,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,2,1,2,2,2,2,1,1,2,2,0.7994789243509817,2.0
SFO,"San Francisco, CA: San Francisco International",2014/07,1,July,2014,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",1,3,3,2,2,3,3,3,3,2,3,3,0.6801551735669855,3.0
SLC,"Salt Lake City, UT: Salt Lake City International",2014/07,1,July,2014,1,2,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,0,2,2,2,1,0,1,1,1,0.8604326587578507,1.0
TPA,"Tampa, FL: Tampa International",2014/07,1,July,2014,1,1,0,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,2,0,0,2,1,0,0,1,2,0.7337421033073207,2.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/08,2,August,2014,3,3,3,0,3,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,3,3,3,3,3,3,3,3,1,3,3,0.8296001012401923,1.0
BOS,"Boston, MA: Logan International",2014/08,2,August,2014,2,2,1,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,1,2,0,2,2,2,2,1,3,2,2,0.7929923479661699,2.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/08,2,August,2014,2,2,0,0,2,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,1,1,1,2,2,0,0,1,2,0.7860228716645489,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2014/08,2,August,2014,1,0,1,1,1,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,0,2,1,1,1,1,2,1,1,0.8408208541320022,1.0
DCA,"Washington, DC: Ronald Reagan Washington National",2014/08,2,August,2014,1,0,1,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",2,1,0,2,0,0,1,0,1,0,0,1,0.7889819587628866,2.0
DEN,"Denver, CO: Denver International",2014/08,2,August,2014,3,3,3,0,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,2,3,3,3,3,3,3,3,1,3,3,0.7843836702338486,2.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/08,2,August,2014,3,3,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America",0,3,3,3,3,3,3,3,3,2,3,3,0.7565434150394682,2.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/08,2,August,2014,2,1,1,1,1,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,2,2,1,2,1,1,0,1,1,0.8315194642109669,1.0
EWR,"Newark, NJ: Newark Liberty International",2014/08,2,August,2014,1,2,2,0,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,2,2,2,1,1,2,2,2,0,2,2,0.7576233888714241,2.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/08,2,August,2014,0,0,1,1,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,0,3,0,0,0,0,1,3,0,1,0.7482180293501048,2.0
IAD,"Washington, DC: Washington Dulles International",2014/08,2,August,2014,0,1,0,0,1,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",0,0,0,1,0,0,0,1,0,0,0,1,0.7877470355731225,2.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/08,2,August,2014,2,3,2,0,3,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,1,2,3,3,3,2,3,2,0,2,2,0.8050108932461874,1.0
JFK,"New York, NY: John F. Kennedy International",2014/08,2,August,2014,1,1,2,2,1,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America",0,0,2,1,1,1,2,1,2,3,2,1,0.7728779840848806,2.0
LAS,"Las Vegas, NV: McCarran International",2014/08,2,August,2014,2,3,1,0,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",1,0,2,0,2,2,2,2,1,1,2,2,0.8055134041476986,1.0
LAX,"Los Angeles, CA: Los Angeles International",2014/08,2,August,2014,3,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",2,2,3,2,3,3,3,3,2,3,3,3,0.7796078027690566,2.0
LGA,"New York, NY: LaGuardia",2014/08,2,August,2014,2,1,2,0,2,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,2,3,1,1,2,1,2,1,2,2,0.7411370514483355,2.0
MCO,"Orlando, FL: Orlando International",2014/08,2,August,2014,2,2,1,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,2,3,1,1,2,2,1,2,2,2,0.7646337384323781,2.0
MDW,"Chicago, IL: Chicago Midway International",2014/08,2,August,2014,1,2,1,1,3,"Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,Southwest Airlines Co.",0,0,1,3,1,1,1,2,1,2,1,2,0.7625733980086801,2.0
MIA,"Miami, FL: Miami International",2014/08,2,August,2014,0,0,1,0,1,"American Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,0,0,3,0,0,1,1,1,0,1,1,0.8056983404317815,1.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/08,2,August,2014,2,2,1,2,2,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,1,2,2,2,1,1,3,1,2,0.8274903168139836,1.0
ORD,"Chicago, IL: Chicago O'Hare International",2014/08,2,August,2014,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America",0,3,3,3,3,3,3,3,3,2,3,3,0.6393047400552164,3.0
PDX,"Portland, OR: Portland International",2014/08,2,August,2014,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,0,0,0,0.8303817394726486,1.0
PHL,"Philadelphia, PA: Philadelphia International",2014/08,2,August,2014,1,0,1,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",0,0,0,0,0,0,1,0,1,1,0,2,0.7883293365307754,2.0
