Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Statistics.Carriers.Names,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather,Rate,Ratio_Rank
ORD,"Chicago, IL: Chicago O'Hare International",2010/03,0,March,2010,3,3,3,2,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,3,3,3,3,3,3,3,3,2,3,3,0.7954831078583574,2.0
PDX,"Portland, OR: Portland International",2010/03,0,March,2010,0,0,0,1,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,1,0,0,0.8685001155535013,1.0
PHL,"Philadelphia, PA: Philadelphia International",2010/03,0,March,2010,1,1,3,2,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,2,1,0,1,1,1,3,2,2,2,0.6933562731604024,3.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/03,0,March,2010,2,2,1,3,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,2,1,1,3,3,2,1,0,2,1,1,0.8740312539702706,1.0
SAN,"San Diego, CA: San Diego International",2010/03,0,March,2010,0,1,0,2,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,0,0,1,0,0,0,0,0,2,0,0,0.8467120181405896,1.0
SEA,"Seattle, WA: Seattle/Tacoma International",2010/03,0,March,2010,0,0,0,1,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,0,0,1,1,0,0,0,1,0,0,0.8769391213661843,1.0
SFO,"San Francisco, CA: San Francisco International",2010/03,0,March,2010,1,2,3,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,2,1,2,2,1,2,3,2,2,1,0.7724986994971389,2.0
SLC,"Salt Lake City, UT: Salt Lake City International",2010/03,0,March,2010,0,1,0,1,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",0,1,0,2,2,2,0,1,0,1,0,0,0.8811591466868038,1.0
TPA,"Tampa, FL: Tampa International",2010/03,0,March,2010,1,1,1,2,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",0,0,1,3,0,0,1,1,1,1,1,1,0.7721655854185975,2.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/04,0,April,2010,3,3,3,1,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,3,3,3,3,3,3,3,3,2,3,3,0.8665769377066448,1.0
BOS,"Boston, MA: Logan International",2010/04,0,April,2010,1,0,1,1,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,0,1,0,2,1,1,0,1,2,0,0,0.8529317526433835,1.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/04,0,April,2010,0,1,0,0,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,0,0,3,1,1,0,1,0,0,0,1,0.864058509403297,1.0
CLT,"Charlotte, NC: Charlotte Douglas International",2010/04,0,April,2010,0,0,0,2,0,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,0,0,1,2,2,0,0,0,2,0,0,0.8961625282167043,1.0
DCA,"Washington, DC: Ronald Reagan Washington National",2010/04,0,April,2010,0,0,0,1,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",1,1,0,1,0,0,0,0,0,1,0,0,0.8698133580132654,1.0
DEN,"Denver, CO: Denver International",2010/04,0,April,2010,2,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,2,3,3,3,2,2,2,3,2,2,0.8563933050002623,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/04,0,April,2010,2,3,2,2,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,2,2,3,3,3,3,3,2,1,2,2,0.8707320373460827,1.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/04,0,April,2010,2,1,2,2,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,1,2,1,3,2,3,1,1,2,1,0,0.8497638724911453,1.0
EWR,"Newark, NJ: Newark Liberty International",2010/04,0,April,2010,0,0,2,2,1,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,0,1,2,2,1,0,0,2,2,1,0,0.8148531237070749,1.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/04,0,April,2010,0,0,0,0,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Comair Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,2,0,0,0,0,0,0,0,0,0.8427718472950968,1.0
IAD,"Washington, DC: Washington Dulles International",2010/04,0,April,2010,0,0,0,1,0,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Comair Inc.,United Air Lines Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",0,0,0,1,0,0,0,0,0,2,0,0,0.8784627702161729,1.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/04,0,April,2010,1,1,3,3,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,0,2,1,3,3,1,0,2,2,1,0,0.8525810161694066,1.0
JFK,"New York, NY: John F. Kennedy International",2010/04,0,April,2010,1,0,2,2,0,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",0,1,1,3,2,1,2,0,2,2,1,0,0.8345750998812224,1.0
LAS,"Las Vegas, NV: McCarran International",2010/04,0,April,2010,2,2,1,3,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,0,1,3,2,2,1,1,0,3,1,1,0.8572138479377174,1.0
LAX,"Los Angeles, CA: Los Angeles International",2010/04,0,April,2010,2,2,1,3,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,1,2,2,3,3,2,2,1,3,2,0,0.8590246293346404,1.0
LGA,"New York, NY: LaGuardia",2010/04,0,April,2010,0,0,1,0,0,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,1,0,2,1,1,1,0,1,0,0,0,0.8414704859097761,1.0
MCO,"Orlando, FL: Orlando International",2010/04,0,April,2010,1,1,0,3,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",0,0,1,2,2,2,1,0,0,2,0,0,0.8706863860447478,1.0
MDW,"Chicago, IL: Chicago Midway International",2010/04,0,April,2010,0,1,0,0,0,"Pinnacle Airlines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Comair Inc.,Southwest Airlines Co.",0,0,0,1,1,0,0,0,0,1,0,0,0.8643448953798624,1.0
MIA,"Miami, FL: Miami International",2010/04,0,April,2010,0,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",0,1,0,3,0,0,1,0,0,0,0,0,0.7822706065318819,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/04,0,April,2010,1,0,1,0,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",2,1,1,1,2,1,2,0,1,0,1,0,0.8427718286655683,1.0
ORD,"Chicago, IL: Chicago O'Hare International",2010/04,0,April,2010,3,3,3,3,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,3,3,2,3,3,3,3,3,3,3,2,0.8159509202453987,1.0
PDX,"Portland, OR: Portland International",2010/04,0,April,2010,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,1,0,0,0.8844423395690267,1.0
PHL,"Philadelphia, PA: Philadelphia International",2010/04,0,April,2010,0,0,1,1,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,0,0,1,1,0,0,0,1,1,0,0,0.8588939963783256,1.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/04,0,April,2010,2,2,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,1,1,3,3,1,1,0,0,1,0,0.8794458505394964,1.0
SAN,"San Diego, CA: San Diego International",2010/04,0,April,2010,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,0,0,1,0,0,0,0,0,2,0,0,0.8523024795934083,1.0
SEA,"Seattle, WA: Seattle/Tacoma International",2010/04,0,April,2010,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,0,0,1,1,0,0,0,0,0,0,0.8958139534883721,1.0
SFO,"San Francisco, CA: San Francisco International",2010/04,0,April,2010,1,1,3,3,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,2,1,2,2,1,2,3,3,2,1,0.7748309006763973,2.0
SLC,"Salt Lake City, UT: Salt Lake City International",2010/04,0,April,2010,0,1,1,2,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,1,0,2,2,2,0,1,0,2,0,0,0.8595573440643863,1.0
TPA,"Tampa, FL: Tampa International",2010/04,0,April,2010,0,0,0,0,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",0,0,0,3,0,0,0,0,0,1,0,0,0.8665154705977645,1.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/05,1,May,2010,3,3,3,3,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,3,3,3,3,3,3,3,3,3,3,3,0.7746729400963966,2.0
BOS,"Boston, MA: Logan International",2010/05,1,May,2010,1,1,1,0,1,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,1,1,0,2,1,1,1,2,0,1,2,0.8206196581196581,1.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/05,1,May,2010,1,2,1,1,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,0,1,2,2,1,0,2,1,1,1,2,0.8214987983395237,1.0
CLT,"Charlotte, NC: Charlotte Douglas International",2010/05,1,May,2010,1,1,2,0,1,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,1,2,2,2,1,1,2,1,1,1,0.8353941267387944,1.0
DCA,"Washington, DC: Ronald Reagan Washington National",2010/05,1,May,2010,1,0,1,1,0,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",2,1,0,1,0,0,1,0,1,1,0,0,0.7960987503809814,2.0
DEN,"Denver, CO: Denver International",2010/05,1,May,2010,2,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",1,2,3,3,3,3,2,3,3,2,3,3,0.822875816993464,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/05,1,May,2010,3,3,3,1,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,3,3,3,3,3,3,3,3,1,3,3,0.7817283514932286,2.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/05,1,May,2010,3,3,3,0,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,2,3,3,2,2,3,2,2,1,3,3,0.7476076555023924,2.0
EWR,"Newark, NJ: Newark Liberty International",2010/05,1,May,2010,0,0,3,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",0,2,2,3,1,1,1,1,3,2,2,1,0.73475935828877,2.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/05,1,May,2010,0,0,0,0,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,US Airways Inc.,Southwest Airlines Co.",0,0,0,1,0,0,0,0,0,1,0,0,0.8471132568899618,1.0
IAD,"Washington, DC: Washington Dulles International",2010/05,1,May,2010,0,0,0,0,0,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,1,0,2,0,0,0,1,0,0,0,0,0.8287377450980392,1.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/05,1,May,2010,2,2,3,3,1,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,2,2,3,3,3,2,2,2,3,2,2,0.818810782585993,1.0
JFK,"New York, NY: John F. Kennedy International",2010/05,1,May,2010,1,0,3,1,1,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.",0,2,2,3,1,1,2,0,3,2,2,1,0.7361531804413673,2.0
LAS,"Las Vegas, NV: McCarran International",2010/05,1,May,2010,2,3,1,3,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,0,2,0,2,2,2,2,1,2,2,1,0.8171836178568567,1.0
LAX,"Los Angeles, CA: Los Angeles International",2010/05,1,May,2010,3,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,2,2,3,3,3,3,2,2,2,2,0.8234077750206783,1.0
LGA,"New York, NY: LaGuardia",2010/05,1,May,2010,1,0,2,0,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,2,2,3,1,1,1,1,3,0,2,2,0.7467611560181596,2.0
MCO,"Orlando, FL: Orlando International",2010/05,1,May,2010,2,1,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,1,1,2,2,2,2,1,1,1,1,0.842135421640722,1.0
MDW,"Chicago, IL: Chicago Midway International",2010/05,1,May,2010,0,1,0,3,1,"Pinnacle Airlines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Comair Inc.,Southwest Airlines Co.",0,0,0,2,1,0,0,1,0,2,0,2,0.822502030869212,1.0
MIA,"Miami, FL: Miami International",2010/05,1,May,2010,1,1,0,1,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",0,1,0,1,0,0,1,1,0,2,1,1,0.7765382014874915,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/05,1,May,2010,2,2,2,1,1,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",3,1,2,0,2,2,2,1,1,1,1,1,0.7878464818763327,2.0
